ID,SKU (Manufacturer Part),RSR Stock Number,Product Name,Manufacturer,Category,Price,Quantity,Is Firearm,Requires FFL
126219,"BAD-EPS","BAD-EPS","BAD ENHANCED PIN SET","BTLARM","Parts",0,0,No,No
129705,"CIT22LRB","CIT22LRB","CITADEL TRAKR 22LR 18"" SA 10RD BLK","CIT","Rifles",0,0,No,Yes
129706,"CIT22LRBFDE","CIT22LRBFDE","CITADEL TRAKR 22LR 18"" SA 10RD FDE","CIT","Rifles",0,0,No,Yes
129707,"CIT22LRBLT","CIT22LRBLT","CITADEL TRAKR 22LR 18"" BLT 10RD BLK","CIT","Rifles",0,0,No,Yes
129709,"CIT22LRBLTODG","CIT22LRBLTODG","CITADEL TRAKR 22LR 18"" BLT 10RD ODG","CIT","Rifles",0,0,No,Yes
127055,"BD4030B","BD4030B","BULLDOG MAG BIO PISTOL VAULT","BULL","Accessories",0,0,No,No
127056,"BD4055L","BD4055L","BULLDOG MAG LED VAULT 11.5X9.75X2.5","BULL","Accessories",0,0,No,No
127070,"BD499-38TBC","BD499-38TBC","BULLDOG TACT RFL THROWBACK CAMO 38""","BULL","Accessories",0,0,No,No
127072,"BD499-43TBC","BD499-43TBC","BULLDOG TACT RFL THROWBACK CAMO 43""","BULL","Accessories",0,0,No,No
127087,"BD8020","BD8020","BULLDOG TSA LOCK W/STL SHCKL NON-CA","BULL","Accessories",0,0,No,No
127088,"BD8022","BD8022","BULLDOG TSA LOCK W/STL CABLE NON-CA","BULL","Accessories",0,0,No,No
127084,"BD8001","BD8001","BULLDOG TRIGGER LOCK KEYED UNIQUE CA","BULL","Accessories",0,0,No,No
134644,"GTSW299","GTSW299","GROVTEC MULTI-ADAPTER STUD","GRVTEC","Accessories",0,0,No,No
134646,"GTSW314","GTSW314","GROVTEC HEAVY DUTY PB SWVL 1.25"" BN","GRVTEC","Accessories",0,0,No,No
138072,"LPM-10014","LPM-10014","LPM ANTHEM-K2 SPRSR 762 QD BLK","LBRTYP","NFA Products",0,0,No,Yes
138073,"LPM-10015","LPM-10015","LPM ANTHEM-S SUPPRESSOR 762 QD BLK","LBRTYP","NFA Products",0,0,No,Yes
138074,"LPM-10016","LPM-10016","LPM ANTHEM-L2 SPRSR 762 BLK QD","LBRTYP","NFA Products",0,0,No,Yes
